,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
1342,6,Road,Major Highway,USA,,New in version 2.0.0,190,,,,0,26,0,ne_1d4_original,,,,,,0,0,0,0,0,,38605,North America,1,Interstate,6.0,8.5,"LINESTRING (-71.71269181007781 42.517518026878804, -71.72311137702103 42.47062997563431, -71.73353094396425 42.46021040869109, -71.78215558969929 42.435898085823574, -71.80994110154788 42.3994296015223, -71.81341429052894 42.362961117221026, -71.80299472358573 42.32649263291975, -71.78389218418982 42.29002414861848, -71.78592673459951 42.27849502963021)"
1343,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,38705,North America,1,Interstate,4.0,7.0,"LINESTRING (-71.28375297091522 42.02085200258527, -71.25423086457609 42.04516432545279, -71.23512832518018 42.069476648320304, -71.21602578578428 42.11462810507426, -71.19865984087892 42.138940427941776, -71.1413522226912 42.178882101224126, -71.13093265574798 42.201457829601104)"
1344,6,Road,Major Highway,USA,,New in version 2.0.0,495,,,,0,39,0,ne_1d4_original,,,,,,0,0,0,0,0,,38805,North America,1,Interstate,6.0,8.5,"LINESTRING (-71.5616080894011 42.25876544778882, -71.5234030106093 42.171935723261974, -71.4904077152891 42.15283318386607, -71.46956858140265 42.1163646995648, -71.43657328608246 42.09205237669728, -71.41399755770549 42.0642668648487, -71.36189972298938 42.03474475850957, -71.28375297091522 42.02085200258527)"
1347,3,Road,Major Highway,USA,,New in version 2.0.0,94,,,,0,77,0,ne_1d4_original,,,,,,0,0,0,0,0,,39205,North America,1,Interstate,3.0,6.0,"LINESTRING (-94.95179928244136 45.72327145640975, -94.91880398712117 45.704168917013845, -94.8215546956511 45.66770043271257, -94.77813983338768 45.66075405475042, -94.70520286478514 45.65901746025988, -94.60795357331507 45.624285570449146, -94.50202130939233 45.61039281452486, -94.46902601407213 45.59997324758164, -94.41345499037494 45.60691962554378, -94.38219628954529 45.5982366530911, -94.34572780524401 45.57045114124251, -94.2884201870563 45.51835330652641)"
1349,6,Road,Major Highway,USA,,New in version 2.0.0,495,,,,0,65,0,ne_1d4_original,,,,,,0,0,0,0,0,,39405,North America,1,Interstate,6.0,8.5,"LINESTRING (-71.28375297091522 42.02085200258527, -71.21428919129374 42.00174946318937, -71.12572287227637 41.95833460092595, -71.0562590926549 41.94617843949219, -70.96421958465645 41.90102698273824, -70.92775110035517 41.873241470889646, -70.8530775372621 41.84719255353159, -70.81834564745135 41.82635341964515, -70.72977932843398 41.78293855738173)"
1351,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,25,1,ne_1d4_original,,,,,,0,0,0,0,0,,39705,North America,1,Interstate,3.0,6.0,"LINESTRING (-72.07043027512839 42.13199404997963, -72.02875200735551 42.13546723896071, -71.84814618033968 42.18756507367681)"
1353,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,121,1,ne_1d4_original,,,,,,0,0,0,0,0,,39905,North America,1,Interstate,3.0,6.0,"LINESTRING (-74.00523628141318 42.834537199463654, -74.00673313207693 42.84052460211865, -74.04146502188767 42.87178330294831, -74.08487988415109 42.89088584234422, -74.2220708489035 42.9325641101171, -74.30021760097765 42.9325641101171, -74.35578862467483 42.94819346053193, -74.3922571089761 42.936037299098174, -74.42177921531523 42.913461570721196, -74.45651110512597 42.89435903132529, -74.50860893984206 42.89435903132529, -74.53813104618119 42.90477859826851, -74.60412163682159 42.913461570721196, -74.65100968806608 42.97424237788998, -74.670112227462 42.98639853932374, -74.72568325115917 42.988135133814275, -74.78472746383743 43.01244745668179, -74.812512975686 43.01418405117233, -74.87503037734534 43.00550107871965, -74.98790901923023 43.017657240153405, -75.04174344843688 43.01418405117233)"
1354,3,Road,Major Highway,USA,,New in version 2.0.0,81,,,,0,116,0,ne_1d4_original,,,,,,0,0,0,0,0,,40005,North America,1,Interstate,3.0,6.0,"LINESTRING (-75.98124106781728 44.29926397416956, -75.87530880389454 44.15686322594555, -75.91351388268635 44.08566285183354, -75.91525047717688 44.00577950526885, -75.94477258351601 43.988413560363476, -75.96561171740245 43.94326210360952, -76.01944614660908 43.88074470195019, -76.04723165845768 43.804334544366576, -76.0767537647968 43.73834395372618, -76.07501717030627 43.65672401267095, -76.1236418160413 43.50564029199425, -76.11495884358861 43.37713229969452, -76.13232478849399 43.25557068535694, -76.10974906011701 43.13921885449098, -76.16358348932364 43.09580399222756)"
1355,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,10,1,ne_1d4_original,,,,,,0,0,0,0,0,,40205,North America,1,Interstate,3.0,6.0,"LINESTRING (-73.78444903728823 42.51404483789773, -73.79139541525036 42.56787926710437, -73.78618563177876 42.59392818446242, -73.78792222626929 42.60608434589618, -73.78097584830715 42.63386985774477)"
1356,5,Road,Major Highway,USA,,New in version 2.0.0,395,,,,0,14,0,ne_1d4_original,,,,,,0,0,0,0,0,,40305,North America,1,Interstate,5.0,8.0,"LINESTRING (-71.86724871973558 42.02432519156635, -71.86724871973558 42.048637514433864, -71.85509255830183 42.10073534914997, -71.86377553075451 42.14588680590393, -71.86203893626397 42.161516156318754, -71.84814618033968 42.18756507367681)"
1357,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,15,0,ne_1d4_original,,,,,,0,0,0,0,0,,40405,North America,1,Interstate,4.0,7.0,"LINESTRING (-71.3775290734042 41.89234401028555, -71.33064102215971 41.92186611662468, -71.28375297091522 42.02085200258527)"
1358,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,45,0,ne_1d4_original,,,,,,0,0,0,0,0,,40505,North America,1,Interstate,3.0,6.0,"LINESTRING (-123.04642495034582 44.070033501418706, -123.04295176136475 44.1169215526632, -123.06205430076065 44.172492576360376, -123.06031770627011 44.62921692737156)"
1359,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,29,1,ne_1d4_original,,,,,,0,0,0,0,0,,40605,North America,1,Interstate,3.0,6.0,"LINESTRING (-73.78792222626929 42.52272781035041, -73.67157039540332 42.48278613706807, -73.64378488355474 42.484522731558606, -73.61078958823454 42.47410316461538, -73.55521856453736 42.44284446378572, -73.55000878106576 42.423741924389816)"
1361,6,Road,Major Highway,USA,,New in version 2.0.0,84,,,,0,12,0,ne_1d4_original,,,,,,0,0,0,0,0,,40905,North America,1,Interstate,6.0,8.5,"LINESTRING (-72.07043027512839 42.13199404997963, -72.0947425979959 42.076423026282455, -72.1416306492404 42.0312715695285)"
1362,5,Road,Major Highway,USA,,New in version 2.0.0,91,,,,0,46,0,ne_1d4_original,,,,,,0,0,0,0,0,,41105,North America,1,Interstate,5.0,8.0,"LINESTRING (-72.64350645700554 42.151096589375534, -72.64524305149608 42.2344531249213, -72.63829667353393 42.27439479820365, -72.63482348455285 42.283077770656334, -72.6087745671948 42.302180310052236, -72.60530137821372 42.312599876995456, -72.64697964598662 42.343858577825124, -72.64871624047714 42.3803270621264, -72.62961370108124 42.45847381420055, -72.63829667353393 42.548776727708464, -72.62961370108124 42.5835086175192, -72.59314521677997 42.62866007427316)"
1363,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,1,0,ne_1d4_original,,,,,,0,0,0,0,0,,41505,North America,1,Interstate,4.0,7.0,"LINESTRING (-71.41573415219601 41.81593385270193, -71.40878777423387 41.81767044719247)"
1364,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,9,0,ne_1d4_original,,,,,,0,0,0,0,0,,41605,North America,1,Interstate,4.0,7.0,"LINESTRING (-71.41573415219601 41.81593385270193, -71.41920734117708 41.82809001413569, -71.40010480178118 41.86976828190857, -71.37926566789474 41.87497806538018, -71.3775290734042 41.89234401028555)"
1366,3,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,135,0,ne_1d4_original,,,,,,0,0,0,0,0,,41905,North America,1,Interstate,3.0,6.0,"LINESTRING (-92.47020575546426 46.66797885926177, -92.5379329405952 46.62109080801728, -92.54835250753843 46.60198826862137, -92.64560179900847 46.53078789450936, -92.72722174006371 46.45785092590682, -92.76195362987444 46.40748968568125, -92.81057827560947 46.35365525647461, -92.82447103153378 46.310240394211185, -92.82968081500537 46.22167407519381, -92.85399313787289 46.17999580742093, -92.88177864972148 46.155683484553414, -92.88872502768363 46.143527323119656, -92.89219821666471 46.09663927187516, -92.9251935119849 46.030648681234766, -92.93387648443759 45.99765338591456, -92.95645221281457 45.97855084651866, -92.98250113017262 45.82052074787981, -93.00160366956852 45.285649644794475)"
1368,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,74,1,ne_1d4_original,,,,,,0,0,0,0,0,,42205,North America,1,Interstate,3.0,6.0,"LINESTRING (-72.64350645700554 42.151096589375534, -72.68692131926896 42.147623400394465, -72.8397416344362 42.159779561828216, -72.90920541405767 42.17714550673359, -72.9300445479441 42.189301668167346, -72.96998622122646 42.22577015246862, -72.98040578816968 42.229243341449695, -73.06723551269651 42.2483458808456, -73.1749043711098 42.29697052658063, -73.23221198929751 42.30739009352385, -73.29125620197577 42.312599876995456)"
1369,6,Road,Major Highway,USA,,New in version 2.0.0,195,,,,0,29,0,ne_1d4_original,,,,,,0,0,0,0,0,,42305,North America,1,Interstate,6.0,8.5,"LINESTRING (-71.40878777423382 41.8176704471926, -71.37405588442306 41.81593385270202, -71.34279718359346 41.80725088024934, -71.28722615989625 41.78120196289126, -71.24554789212334 41.76904580145754, -71.18824027393566 41.72215775021306, -71.1639279510681 41.70305521081707)"
1374,3,Road,Major Highway,USA,,New in version 2.0.0,91,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,42905,North America,1,Interstate,3.0,6.0,"LINESTRING (-72.64350645700554 42.151096589375534, -72.57751586636515 42.12331107752695, -72.53236440961118 42.109418321602654, -72.51847165368689 42.09205237669728, -72.51673505919635 42.03474475850957)"
1376,4,Road,Major Highway,USA,,New in version 2.0.0,29,,,,0,58,0,ne_1d4_original,,,,,,0,0,0,0,0,,43305,North America,1,Interstate,4.0,7.0,"LINESTRING (-96.84295068263594 45.93687257874578, -96.86031662754131 45.89693090546343, -96.868999599994 45.810101180936584, -96.92804381267224 45.72848123988136, -96.99056121433158 45.66249064924096, -96.98535143085996 45.48188482222513, -96.99056121433158 45.44541633792386, -97.05481521048144 45.37247936932131, -97.05134202150036 45.32038153460521)"
1381,3,Road,Major Highway,USA,,New in version 2.0.0,84,,,,0,0,0,ne_1d4_original,,,,,,0,0,0,0,0,,44405,North America,1,Interstate,3.0,6.0,"LINESTRING (-116.95271488305217 44.02488204466475, -116.9544514775427 44.02314545017421)"
1382,3,Road,Major Highway,USA,,New in version 2.0.0,84,,,,0,2,0,ne_1d4_original,,,,,,0,0,0,0,0,,44805,North America,1,Interstate,3.0,6.0,"LINESTRING (-116.9544514775427 44.02314545017421, -116.94229531610894 44.007516099759385)"
1384,3,Road,Major Highway,USA,,New in version 2.0.0,84,,,,0,4,0,ne_1d4_original,,,,,,0,0,0,0,0,,45205,North America,1,Interstate,3.0,6.0,"LINESTRING (-116.94229531610894 44.007516099759385, -116.91277320976982 43.97452080443918)"
1389,3,Road,Major Highway,USA,,New in version 2.0.0,94,,,,0,69,0,ne_1d4_original,,,,,,0,0,0,0,0,,46005,North America,1,Interstate,3.0,6.0,"LINESTRING (-93.00160366956852 45.285649644794475, -93.00681345304014 45.27002029437964, -93.02244280345496 45.25439094396481, -93.03112577590765 45.14672208555153, -93.0519649097941 45.12067316819348, -93.05022831530356 45.08594127838274, -93.06064788224678 45.03731663264771, -93.0849602051143 45.03558003815717, -93.08669679960482 44.95396009710194, -93.06585766571838 44.9661162585357, -93.04501853183194 44.9522235026114, -92.84704675991075 44.9470137191398, -92.75327065742177 44.9661162585357)"
1391,3,Road,Major Highway,USA,,New in version 2.0.0,91,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,46505,North America,1,Interstate,3.0,6.0,"LINESTRING (-72.51673505919635 42.03474475850957, -72.52194484266796 41.984383518284005, -72.53583759859225 41.954861411944876, -72.56014992145977 41.94096865602058, -72.60703797270426 41.92707590009629, -72.63308689006232 41.913183144171995, -72.64697964598662 41.89755379375716, -72.67302856334466 41.85413893149374, -72.67650175232573 41.84371936455052, -72.67823834681627 41.82809001413569, -72.66087240191091 41.79683131330603, -72.66434559089198 41.75862623451422)"
1394,3,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,25,0,ne_1d4_original,,,,,,0,0,0,0,0,,47105,North America,1,Interstate,3.0,6.0,"LINESTRING (-93.29856132745032 44.89144269544262, -93.22388776435724 44.898389073404765, -93.20304863047079 44.898389073404765, -93.19262906352758 44.89144269544262, -93.08669679960482 44.95396009710194)"
1395,3,Road,Major Highway,USA,,New in version 2.0.0,94,,,,0,151,0,ne_1d4_original,,,,,,0,0,0,0,0,,47305,North America,1,Interstate,3.0,6.0,"LINESTRING (-92.75327065742177 44.9661162585357, -92.6838068778003 44.96785285302624, -92.61260650368828 44.96437966404516, -92.56050866897218 44.95743328608302, -92.5188304011993 44.94354053015872, -92.4580495940305 44.94527712464926, -92.35559051908884 44.93659415219658, -92.17672128656355 44.93485755770604, -92.08294518407456 44.919228207291205, -92.02563756588684 44.92270139627228, -91.96485675871806 44.908808640347985, -91.78077774272116 44.90359885687637, -91.68526504574163 44.86365718359403, -91.58106937630942 44.82892529378329, -91.56370343140405 44.815032537859, -91.53939110853653 44.78377383702934, -91.5185519746501 44.77161767559558, -91.49771284076365 44.766407892123965, -91.41956608868949 44.766407892123965)"
1397,5,Road,Major Highway,USA,,New in version 2.0.0,395,,,,0,58,0,ne_1d4_original,,,,,,0,0,0,0,0,,47505,North America,1,Interstate,5.0,8.0,"LINESTRING (-72.11037194841074 41.546761706668725, -72.0756400586 41.576283813007855, -71.99749330652584 41.586703379951075, -71.96102482222457 41.6023327303659, -71.91760995996115 41.668323321006305, -71.89850742056525 41.7152113722508, -71.88114147565987 41.741260289608846, -71.8724585032072 41.77772877391012, -71.87940488116935 41.79335812432495, -71.87419509769774 41.80551428575871, -71.87419509769774 41.81940704168301, -71.89503423158418 41.873241470889646, -71.90024401505579 41.90102698273824, -71.87940488116935 41.96007119541649, -71.8585657472829 41.99306649073669, -71.86724871973558 42.02432519156635)"
1398,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,56,0,ne_1d4_original,,,,,,0,0,0,0,0,,47605,North America,1,Interstate,4.0,7.0,"LINESTRING (-71.79604834562357 41.44603922621759, -71.69358927068191 41.51029322236745, -71.67795992026707 41.536342139725505, -71.65538419189009 41.60406932485644, -71.63801824698473 41.63359143119557, -71.61023273513614 41.65095737610093, -71.58418381777808 41.65095737610093, -71.5234030106093 41.67005991549684, -71.49909068774178 41.671796509987374, -71.4904077152891 41.678742887949525, -71.48172474283642 41.71347477776026, -71.438309880573 41.75688964002368, -71.42268053015816 41.78641174636281, -71.41573415219601 41.81593385270193)"
1400,3,Road,Major Highway,USA,,New in version 2.0.0,91,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,47805,North America,1,Interstate,3.0,6.0,"LINESTRING (-72.66434559089198 41.75862623451422, -72.68518472477842 41.72389434470348, -72.68518472477842 41.71347477776026, -72.67129196885412 41.69437223836436, -72.67129196885412 41.68742586040221, -72.69039450825004 41.62490845874288)"
1402,4,Road,Major Highway,USA,,New in version 2.0.0,29,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,48205,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.04786883251928 44.88970610095208, -97.04613223802875 45.205766298229776, -97.05134202150036 45.32038153460521)"
1403,7,Road,Major Highway,USA,,New in version 2.0.0,190,,,,0,36,0,ne_1d4_original,,,,,,0,0,0,0,0,,48405,North America,1,Interstate,7.0,9.5,"LINESTRING (-79.01159845380401 43.253834090866405, -79.00291548135132 43.20520944513138, -79.00812526482294 43.17916052777333, -79.0063886703324 43.14790182694366, -79.01854483176615 43.1027503701897, -78.97165678052167 43.06280869690736, -78.95602743010683 43.01939383464394, -78.89003683946643 42.97945216136159, -78.87093430007053 42.95513983849408, -78.85877813863677 42.92909092113602)"
1405,3,Road,Major Highway,USA,,New in version 2.0.0,190,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,48605,North America,1,Interstate,3.0,6.0,"LINESTRING (-78.85877813863677 42.92909092113602, -78.91087597335287 42.9186713541928)"
1406,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,46,0,ne_1d4_original,,,,,,0,0,0,0,0,,49005,North America,1,Interstate,4.0,7.0,"LINESTRING (-72.1937284839565 41.37657544659612, -72.10168897595806 41.36441928516236, -71.92108314894223 41.37483885210558, -71.79604834562357 41.44603922621759)"
1407,5,Road,Major Highway,USA,,New in version 2.0.0,395,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,49105,North America,1,Interstate,5.0,8.0,"LINESTRING (-72.1937284839565 41.37657544659612, -72.13294767678772 41.418253714369, -72.12079151535396 41.43909284825544, -72.11037194841074 41.546761706668725)"
1417,4,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,50305,North America,1,Interstate,4.0,7.0,"LINESTRING (-72.1937284839565 41.37657544659612, -72.26492885806852 41.35052652923807, -72.29097777542657 41.34531674576646, -72.34828539361428 41.33837036780431, -72.37954409444394 41.341843556785385)"
1419,3,Road,Major Highway,USA,,New in version 2.0.0,84,,,,0,75,0,ne_1d4_original,,,,,,0,0,0,0,0,,51105,North America,1,Interstate,3.0,6.0,"LINESTRING (-116.33969702789267 43.60115298897377, -116.57587387860568 43.613309150407524, -116.59497641800158 43.62546531184128, -116.65923041415145 43.67756314655739, -116.69569889845272 43.722714603311346, -116.75474311113096 43.806071138857114, -116.77558224501742 43.85990556806375, -116.78600181196063 43.87727151296912, -116.81552391829976 43.90505702481771, -116.88672429241177 43.950208481571664, -116.91277320976982 43.97452080443918)"
