,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
3645,7,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,27,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-90.2994811650542 29.999314542642004, -90.27688691391627 30.00882791154218, -90.22305248470964 30.00882791154218, -90.17616443346515 30.001881533580036, -90.13622276018279 29.981042399693592, -90.06154919708972 29.975832616221982)"
3647,5,Road,Beltway,USA,,New in version 2.0.0,410,,,,0,30,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-98.58911949240607 29.307697380312543, -98.62122344094563 29.31245352083692, -98.64727235830368 29.345448816157123, -98.65421873626583 29.40622962332591, -98.63337960237939 29.46006405253255, -98.59343792909705 29.500005725814898, -98.56044263377684 29.519108265210804)"
3648,5,Road,Beltway,USA,,New in version 2.0.0,410,,,,0,31,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-98.60038430705919 29.593781828303886, -98.35899767287458 29.600728206266034, -98.33294875551653 29.567732910945832)"
3649,5,Road,Beltway,USA,,New in version 2.0.0,410,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-98.41283210208121 29.31939989879907, -98.39372956268531 29.359341572081416, -98.38678318472316 29.420122379250206, -98.38678318472316 29.453117674570404, -98.40588572411907 29.486112969890602)"
3653,5,Road,Beltway,USA,,New in version 2.0.0,20,,,,0,99,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-96.62579724552221 32.706090927286986, -96.63976912724314 32.68839321044047, -96.72659885176998 32.66060769859189, -96.8412140881454 32.64150515919598, -96.91415105674795 32.66755407655403, -97.00792715923694 32.68839321044047, -97.11559601765022 32.68144683247833, -97.20242574217706 32.66060769859189, -97.36913881326859 32.66060769859189, -97.42991962043739 32.68144683247833, -97.48375404964402 32.71444212779853, -97.48375404964402 32.724393583033816)"
3658,5,Road,Beltway,USA,,New in version 2.0.0,44,,,,0,43,1,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.71819430586649 35.4686809897899, -97.7043015499422 35.58155963167479, -97.67651603809361 35.609345143523385, -97.54974464028442 35.609345143523385, -97.42297324247524 35.60239876556124)"
3659,5,Road,Beltway,USA,,New in version 2.0.0,240,,,,0,24,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.2753627107796 35.39400742669682, -97.49417361658725 35.38879764322521)"
3660,5,Road,Beltway,USA,,New in version 2.0.0,44,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.57058377417087 35.39748061567789, -97.58273993560462 35.46173461182776)"
3664,7,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-87.69630750097858 41.62664505323342, -87.67199517811106 41.67700629345899, -87.61295096543282 41.73605050613724)"
3665,7,Road,Major Highway,USA,,New in version 2.0.0,94,,,,0,36,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-87.90643543433353 42.321282849448146, -87.86475716656065 42.253555664317204, -87.83002527674992 42.178882101224126, -87.78140063101489 42.119837888545874, -87.76403468610951 42.05384729790548, -87.74666874120415 41.95312481745434)"
3667,6,Road,Major Highway,USA,,New in version 2.0.0,275,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,8.5,"LINESTRING (-83.43941128068425 42.380408085407495, -83.43991440467286 42.33864879435351, -83.43123143222019 42.262238636769894, -83.41285371512116 42.22548320257185)"
3669,5,Road,Beltway,USA,,New in version 2.0.0,494,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-93.43575229220272 45.08073149491113, -93.45138164261756 45.02342387672341, -93.46006461507024 44.940067341177645, -93.43575229220272 44.85497421114135)"
3670,5,Road,Beltway,USA,,New in version 2.0.0,494,,,,0,14,0,ne_1d4_original,,,,,,0,0,0,0,0,,47905,North America,1,Interstate,5.0,8.0,"LINESTRING (-93.4201229417879 44.86365718359403, -93.40275699688253 44.88623291197101, -93.3871276464677 44.89491588442369, -93.29856132745032 44.89144269544262)"
3671,5,Road,Beltway,USA,,New in version 2.0.0,229,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-96.6901303674687 43.60462617795484, -96.68318398950656 43.53689899282391, -96.78737965893876 43.507376886484785)"
3672,7,Road,Beltway,USA,,New in version 2.0.0,35,,,,0,31,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-93.5764164459362 41.65269397059147, -93.77786140683848 41.65269397059147, -93.78654437929116 41.576283813007855, -93.77489597793735 41.557646370841766)"
3673,5,Road,Beltway,USA,,New in version 2.0.0,680,,,,0,28,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-96.08753207925243 41.25501383225854, -96.06148316189437 41.31753123391787, -96.01112192166882 41.35052652923807, -95.8687211734448 41.35747290720022)"
3674,6,Road,Beltway,USA,,New in version 2.0.0,280,,,,0,46,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,8.5,"LINESTRING (-90.69193299715457 41.59364975791322, -90.68325002470189 41.54328851768766, -90.64157175692901 41.49292727746209, -90.58252754425075 41.4512490096892, -90.50785398115767 41.46861495459457, -90.33245793761346 41.44256603723652)"
3675,5,Road,Beltway,USA,,New in version 2.0.0,696,,,,0,35,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-83.24715241622329 42.48104954257753, -83.11343464045194 42.48104954257753, -82.93109221894558 42.487995920539674)"
3677,5,Road,Major Highway,USA,,New in version 2.0.0,76,,,,0,43,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-81.89087211911404 41.03272973746983, -81.81619855602095 41.04141270992252, -81.6668514298348 41.04141270992252, -81.5070847367054 41.05877865482788)"
3678,5,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,84,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-82.17046383209046 41.39046820252042, -82.0263264893759 41.45993198214189, -81.9082380640194 41.46861495459457, -81.80056920560612 41.46861495459457, -81.70852969760767 41.484244305009405, -81.59912424470386 41.525922572782285, -81.51576770915808 41.58496678546054, -81.441094146065 41.576283813007855)"
3679,5,Road,Major Highway,USA,,New in version 2.0.0,96,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-84.65869559543016 42.705271843093726, -84.64337438661488 42.680757908989264, -84.58606676842716 42.66339196408389, -84.49402726042871 42.66339196408389)"
3680,7,Road,Beltway,USA,,New in version 2.0.0,469,,,,0,53,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-85.2963339150567 40.94937320192407, -85.22166035196364 40.94937320192407, -85.1539331668327 40.96673914682943, -85.07925960373962 40.99105146969695, -85.00458604064653 41.04141270992252, -85.00458604064653 41.1160862730156, -85.02889836351405 41.15081816282633, -85.1122548990598 41.16644751324117)"
3682,7,Road,Beltway,USA,,New in version 2.0.0,290,,,,0,32,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-78.9212955402961 43.00029129524803, -78.8223096543355 42.998554700757495, -78.77194841410993 42.9655594054373, -78.7563190636951 42.906515192759045, -78.7563190636951 42.85615395253348, -78.79799733146798 42.814475684760595)"
3696,5,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,94,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-75.59745368540865 39.70249835771864, -75.54882903967362 39.730283869567224, -75.5106239608818 39.76327916488743, -75.48283844903322 39.79627446020763, -75.37516959061993 39.85531867288588, -75.21366630300001 39.89526034616822, -75.18067100767982 39.910889696583055, -75.11989020051102 39.971670503751845, -75.03132388149365 40.02203174397741, -74.90455248368445 40.10886146850425, -74.89934270021286 40.15401292525821, -74.87155718836426 40.187008220578406, -74.864550442141 40.18904243722387)"
3697,5,Road,Beltway,USA,,New in version 2.0.0,80,,,,0,28,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-74.35578862467483 40.85733369392562, -74.31584695139249 40.890328989245816, -74.15781685275364 40.900748556189036, -74.11474600346126 40.89767206695387)"
3698,5,Road,Beltway,USA,,New in version 2.0.0,278,,,,0,24,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-73.89572351934373 40.835843729861544, -73.83828346649486 40.829548182077026, -73.79486860423144 40.801762670228435, -73.74450736400587 40.730562296116425, -73.72887801359104 40.6819376503814)"
3699,5,Road,Beltway,USA,,New in version 2.0.0,476,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-75.35606705122403 39.86226505084802, -75.36127683469564 39.890050562696615, -75.33349132284705 39.97688028722345, -75.35085726775242 40.00987558254365, -75.35085726775242 40.03245131092063)"
3700,7,Road,Beltway,USA,,New in version 2.0.0,95,,,,0,33,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-74.86634740489265 40.19221800405002, -74.88892313326963 40.220003515898604, -74.84377167651567 40.27383794510525, -74.80556659772387 40.291203890010614, -74.72047346768755 40.291203890010614, -74.70658071176327 40.268628161633636, -74.69616114482004 40.19221800405002)"
3701,7,Road,Major Highway,USA,,New in version 2.0.0,490,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-77.9783247319346 43.0315499960777, -77.91928051925636 43.0836478307938, -77.86370949555918 43.09580399222756, -77.80813847186201 43.09580399222756, -77.69352323548657 43.15658479939635)"
3702,7,Road,Major Highway,USA,,New in version 2.0.0,590,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-77.6101666999408 43.10101377569917, -77.64663518424209 43.048915940983065)"
3703,7,Road,Beltway,USA,,New in version 2.0.0,590,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-77.61711307790296 43.10101377569917, -77.5771714046206 43.11143334264239, -77.55112248726256 43.13400907101937, -77.54417610930041 43.161794582867955, -77.56327864869631 43.20694603962191, -77.5744503331227 43.21811772404829)"
3705,7,Road,Beltway,USA,,New in version 2.0.0,481,,,,0,36,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-76.13406138298453 43.00202788973857, -76.08196354826842 43.017657240153405, -76.05417803641983 43.0506525354736, -76.0437584694766 43.090594208755945, -76.04896825294821 43.12879928754776, -76.09932949317378 43.14442863796259, -76.1427443554372 43.1496384214342, -76.21915451302083 43.18958009471655)"
3706,5,Road,Beltway,USA,,New in version 2.0.0,283,,,,0,9,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-76.78007453346422 40.220003515898604, -76.81827961225602 40.25299881121881, -76.83564555716138 40.291203890010614)"
3707,7,Road,Beltway,USA,,New in version 2.0.0,295,,,,0,41,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-71.31327507725435 41.94617843949219, -71.36710950646099 41.9513882229638, -71.44525625853514 41.94617843949219, -71.49388090427017 41.92881249458682, -71.51645663264715 41.8801878488518, -71.52166641611876 41.814197258211394, -71.50603706570394 41.77599217941959, -71.45567582547837 41.73778710062778)"
3712,5,Road,Major Highway,USA,,New in version 2.0.0,93,,,,0,33,0,ne_1d4_original,,,,,,0,0,0,0,0,,30105,North America,1,Interstate,5.0,8.0,"LINESTRING (-71.69532586517244 44.195068304737354, -71.73179434947372 44.202014682699506, -71.7734726172466 44.24021976149132, -71.75089688886962 44.27842484028312, -71.75263348336016 44.29058100171688, -71.79604834562357 44.30273716315064, -71.80473131807626 44.32357629703708, -71.81688747951002 44.327049486018154, -71.83251682992486 44.32357629703708, -71.8446729913586 44.31315673009386, -71.86551212524505 44.31142013560332, -71.89850742056525 44.33225926948977, -71.89850742056525 44.33573245847084)"
3713,5,Road,Major Highway,USA,,New in version 2.0.0,93,,,,0,25,0,ne_1d4_original,,,,,,0,0,0,0,0,,30105,North America,1,Interstate,5.0,8.0,"LINESTRING (-71.55118852245789 43.17395074430171, -71.53208598306198 43.201736256150305, -71.52513960509984 43.22952176799889, -71.54076895551466 43.25730727984748, -71.60154976268345 43.33719062641217, -71.60675954615506 43.37365911071345, -71.59286679023077 43.42402035093902)"
3716,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,23,1,ne_1d4_original,,,,,,0,0,0,0,0,,39905,North America,1,Interstate,3.0,6.0,"LINESTRING (-75.04000685394634 43.01418405117233, -75.06779236579492 43.04023296853038, -75.10599744458673 43.066281885888436, -75.18067100767982 43.09233080324648, -75.23450543688645 43.10448696468024)"
3718,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,10,1,ne_1d4_original,,,,,,0,0,0,0,0,,40205,North America,1,Interstate,3.0,6.0,"LINESTRING (-73.78097584830715 42.63386985774477, -73.83133708853272 42.66339196408389, -73.84870303343808 42.67728472000819, -73.84175665547593 42.69638725940409)"
3719,7,Road,Beltway,USA,,New in version 2.0.0,787,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-73.76708309238285 42.762377850044494, -73.72193163562889 42.753694877591805, -73.6889363403087 42.73806552717698, -73.74971714747748 42.63907964121638, -73.76708309238285 42.63213326325423, -73.78097584830715 42.63386985774477)"
3721,5,Road,Beltway,USA,,New in version 2.0.0,270,,,,0,61,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-90.43990891977072 38.74813203015217, -90.41060468968762 38.78036668324359, -90.36198004395258 38.79078625018681, -90.30988220923648 38.78036668324359, -90.09628108690045 38.766473927319296, -90.05286622463703 38.775156899771986, -89.90351909845086 38.75084457690447)"
3722,5,Road,Beltway,USA,,New in version 2.0.0,435,,,,0,113,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-94.74514453806748 38.941869970863515, -94.62705611271097 38.938396781882446, -94.5714850890138 38.941869970863515, -94.53501660471252 38.948816348825666, -94.5054944983734 38.97833845516479, -94.4916017424491 39.09295369154022, -94.50202130939233 39.13810514829417, -94.48465536448695 39.16936384912384, -94.50202130939233 39.23882762874531, -94.56453871105165 39.25966676263175, -94.63226589618259 39.25966676263175, -94.66178800252172 39.25272038466961, -94.7225688096905 39.24924719568853, -94.74861772704855 39.23882762874531, -94.76251048297284 39.20930552240618, -94.81634491217949 39.16936384912384, -94.81981810116056 39.12942217584149, -94.79897896727412 39.08600731357807, -94.7885594003309 39.051275423767336, -94.7885594003309 39.00786056150392, -94.77640323889715 38.94534315984459, -94.74514453806748 38.938396781882446)"
3723,5,Road,Beltway,USA,,New in version 2.0.0,435,,,,0,12,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-94.75903729399178 39.360389243082885, -94.74861772704855 39.31350119183839, -94.76251048297284 39.285715679989806, -94.75209091602963 39.23188125078316)"
3724,5,Road,Bypass,USA,,New in version 2.0.0,229,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-94.8493402074997 39.87789440126286, -94.86670615240506 39.83795272798051, -94.87017934138613 39.808430621641385, -94.86323296342398 39.77196213734011, -94.85281339648076 39.74417662549152, -94.82850107361325 39.71812770813347, -94.79203258931197 39.707708141190245)"
3725,5,Road,Beltway,USA,,New in version 2.0.0,470,,,,0,26,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-94.53501660471252 38.931450403920294, -94.48118217550588 38.938396781882446, -94.40477201792227 38.938396781882446, -94.37004012811153 38.952289537806735, -94.36135715565885 38.98875802210801, -94.35788396667778 39.0356460733525, -94.35912354482085 39.03911689215312)"
3726,5,Road,Beltway,USA,,New in version 2.0.0,235,,,,0,45,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.18332320278115 37.67762918175272, -97.19721595870546 37.71757085503507, -97.2371576319878 37.74361977239312, -97.2944652501755 37.76272231178903, -97.34829967938215 37.76272231178903, -97.38650475817396 37.74361977239312, -97.40039751409826 37.71062447707292, -97.40560729756987 37.67241939828111, -97.40039751409826 37.63942410296091, -97.32051416753356 37.60642880764071)"
3730,7,Road,Secondary Highway,USA,,New in version 2.0.0,225,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,8.4,"LINESTRING (-104.89553933525512 39.63824436156877, -104.85038787850115 39.65213711749307, -104.82954874461471 39.67297625137951, -104.82086577216204 39.716391113642935, -104.83128533910525 39.76501575937796)"
3735,5,Road,Beltway,USA,,New in version 2.0.0,215,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-111.87664918721308 40.965002552338895, -111.93742999438187 40.904221745170105, -111.9530593447967 40.82607499309595, -111.9556062947725 40.768131881146765)"
3740,6,Road,Major Highway,USA,,New in version 2.0.0,710,,,,0,22,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.21348248318189 33.78592092845974, -118.19090675480491 33.831072385213695, -118.18396037684276 33.90574594830677, -118.15964805397525 34.00820502324845)"
3743,7,Road,Major Highway,USA,,New in version 2.0.0,405,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,8.4,"LINESTRING (-118.03729895486401 33.7733480076631, -117.86754628394276 33.77047084374919)"
3746,5,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,39,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,7.4,"LINESTRING (-118.4687618732908 34.29647970867756, -118.37151258182074 34.280850358262725, -118.28120966831283 34.24090868498038, -118.18396037684276 34.207913389660185, -118.14228210906988 34.15928874392515)"
3747,5,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,38,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,7.4,"LINESTRING (-117.40075626161067 34.220069551093935, -117.47369323021321 34.15928874392515, -117.53794722636307 34.075932208379385, -117.56225954923059 34.00299523977684, -117.56225954923059 33.88838000340141)"
3748,6,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,51,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.01289188989945 34.03950117506747, -117.93910055367708 34.01167821222952, -117.864426990584 34.01167821222952, -117.77412407707608 34.02730756264435, -117.67687478560602 34.02730756264435, -117.55576893883762 34.02241439711836)"
3752,6,Road,Major Highway,USA,,New in version 2.0.0,680,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-121.92632150394958 37.7002049101297, -122.04788311828716 37.87560095367392, -122.05135630726824 37.90338646552251)"
3753,6,Road,Major Highway,USA,,New in version 2.0.0,780,,,,0,18,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-122.0664445643196 37.997230756281674, -122.13818603179507 37.99889916250203, -122.21806937835976 38.03884083578438)"
3760,5,Road,Major Highway,USA,,New in version 2.0.0,580,,,,0,27,1,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,7.4,"LINESTRING (-122.54281254809015 37.97285024514398, -122.46466579601599 37.94159154431431, -122.3899922329229 37.94159154431431, -122.30837229186768 37.93290857186163)"
3763,5,Road,Major Highway,USA,,New in version 2.0.0,505,,,,0,40,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,7.4,"LINESTRING (-121.92979469293066 38.83593770694077, -121.95758020477925 38.72132247056534, -121.9419508543644 38.38268654491066)"
3764,4,Road,Major Highway,USA,,New in version 2.0.0,880,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,4.0,7.0,"LINESTRING (-122.07045884666414 37.68978534318648, -122.06524906319252 37.66547302031896, -122.04788311828716 37.61337518560286, -122.00620485051428 37.55606756741514, -121.93326788191173 37.507442921680116)"
3766,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,79405,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.31705526432036 41.310584855955724, -122.3326846147352 41.33489717882323, -122.3795726659797 41.37657544659612, -122.37783607148916 41.38699501353934, -122.38651904394183 41.39741458048256, -122.38825563843237 41.41651711987846, -122.41951433926204 41.42693668682169)"
3767,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,78,0,ne_1d4_original,,,,,,0,0,0,0,0,,79405,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.36220672107432 40.60900068177885, -122.36567991005539 40.63678619362744, -122.34136758718788 40.69062062283408, -122.34136758718788 40.70451337875838, -122.31705526432036 40.73577207958804, -122.31705526432036 40.787869914304146, -122.32400164228251 40.808709048190586, -122.32400164228251 40.8330213710581, -122.34310418167841 40.85559709943508, -122.3795726659797 40.879909422302596, -122.38304585496076 40.90943152864172, -122.43340709518633 40.94242682396192, -122.44035347314848 40.961529363357826, -122.43167050069579 40.98757828071587, -122.36047012658378 41.0691982217711, -122.30663569737715 41.15602794629795, -122.27537699654748 41.22375513142888, -122.27016721307587 41.2480674542964, -122.28058678001909 41.26543339920176, -122.3187918588109 41.310584855955724)"
3770,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,145,0,ne_1d4_original,,,,,,0,0,0,0,0,,52405,North America,1,Interstate,3.0,6.0,"LINESTRING (-123.36595833660459 43.16005798837742, -123.36595833660459 43.12706269305722, -123.35553876966138 43.10796015366132, -123.36248514762352 43.090594208755945, -123.36074855313298 43.07843804732219, -123.33469963577492 43.05586231894521, -123.3329630412844 43.04370615751145, -123.32254347434117 43.03328659056823, -123.30170434045473 43.028076807096625, -123.29649455698312 43.017657240153405, -123.30517752943581 43.007237673210184, -123.32254347434117 42.99508151177643, -123.33643623026546 42.97424237788998, -123.33643623026546 42.95861302747515, -123.32601666332225 42.94819346053193, -123.29302136800204 42.946456866041395, -123.27912861207776 42.93777389358871, -123.2721822341156 42.913461570721196, -123.26349926166293 42.90130540928744, -123.24266012777647 42.896095625815825, -123.23745034430488 42.88220286989153, -123.26176266717239 42.82315865721328, -123.25134310022916 42.80926590128899, -123.25655288370078 42.78669017291201, -123.2721822341156 42.77453401147825, -123.33643623026546 42.76585103902556, -123.3572753641519 42.75890466106342, -123.3711681200762 42.74674849962966, -123.36943152558567 42.71896298778107, -123.37290471456674 42.70507023185678, -123.38853406498157 42.69291407042302, -123.39027065947211 42.680757908989264, -123.3798510925289 42.66339196408389, -123.38679747049103 42.6494992081596, -123.38853406498157 42.63734304672584, -123.3798510925289 42.62692347978262, -123.38853406498157 42.607820940386716, -123.38853406498157 42.59219158997188, -123.37290471456674 42.57482564506652, -123.36422174211405 42.55572310567061, -123.36943152558567 42.51057164891665, -123.36422174211405 42.49146910952075, -123.33990941924654 42.47236657012485, -123.31733369086956 42.46021040869109, -123.30691412392635 42.43937127480464, -123.27391882860614 42.435898085823574, -123.24439672226701 42.425478518880354, -123.20792823796575 42.423741924389816, -123.1870891040793 42.43068830235196, -123.173196348155 42.43068830235196, -123.15583040324964 42.41158576295606, -123.13846445834427 42.406375979484444, -123.09157640709978 42.427215113370885, -123.0690006787228 42.43068830235196, -123.03774197789313 42.425478518880354, -123.0030100880824 42.41158576295606, -122.93701949744201 42.3994296015223, -122.88318506823536 42.362961117221026, -122.86581912333 42.324756038429214)"
3779,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,37,0,ne_1d4_original,,,,,,0,0,0,0,0,,23805,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.22154256734083 45.54787541286553, -122.31184548084875 45.533982656941234, -122.3795726659797 45.542665629393916, -122.42993390620525 45.533982656941234, -122.53933935910908 45.540929034903385, -122.55670530401444 45.53571925143177)"
3781,6,Road,Major Highway,USA,,New in version 2.0.0,182,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,19905,North America,1,Interstate,6.0,7.9,"LINESTRING (-119.06094059456385 46.247722992551864, -119.12519459071372 46.25119618153294, -119.19292177584465 46.27029872092884, -119.21202431524055 46.27029872092884, -119.23807323259861 46.2633523429667, -119.28669787833364 46.26161574847616, -119.32490295712545 46.25119618153294, -119.36310803591725 46.25119618153294)"
3783,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.17639111058688 47.57969096679359, -122.2145961893787 47.57969096679359, -122.23543532326514 47.58837393924628, -122.32226504779197 47.59358372271789)"
3788,4,Road,Major Highway,USA,,New in version 2.0.0,82,,,,0,45,0,ne_1d4_original,,,,,,0,0,0,0,0,,15805,North America,1,Interstate,4.0,7.0,"LINESTRING (-120.50752380518101 46.97014630061518, -120.49884083272832 46.94062419427605, -120.49015786027564 46.92846803284229, -120.44153321454061 46.90415570997477, -120.38422559635289 46.85900425322082, -120.36512305695699 46.8346919303533, -120.35817667899484 46.810379607485785, -120.35991327348538 46.78433069012774, -120.38596219084343 46.75133539480754, -120.39464516329612 46.73049626092109, -120.42937705310685 46.70444734356305, -120.4745285098608 46.68534480416714, -120.49536764374726 46.65755929231855, -120.51447018314316 46.64019334741318, -120.50926039967155 46.62977378046996)"
3789,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,8005,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.46292920152545 48.699794413189835, -122.47682195744974 48.7171603580952, -122.46466579601599 48.77620457077345, -122.51502703624156 48.79530711016936, -122.54628573707122 48.81440964956526, -122.5827542213725 48.856087917338144, -122.59317378831571 48.894292996129955, -122.60880313873055 48.90297596858264, -122.62790567812645 48.923815102469085, -122.65221800099397 48.93076148043123, -122.67653032386148 48.94986401982713)"
